"STATION","DATE","AWND","DAPR","DASF","EVAP","FMTM","MDPR","MDSF","MNPN","MXPN","PGTM","PRCP","SN32","SN52","SNOW","SNWD","SX32","SX52","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WDMV","WESD","WESF","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00094846","2006-01-03","6.49",,,," 2359",,,,," 2358","0.00",,,"0.0","0.0",,,,"42","39",,,"  180","  180",,"0.0",,"16.1","19.9",,"    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00094846","2006-01-04","11.86",,,," 1955",,,,," 1300","0.02",,,"0.0","0.0",,,,"43","36",,,"  280","  300",,"0.0",,"21.0","31.1",,"    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00094846","2006-01-05","12.30",,,," 2120",,,,," 1750","0.00",,,"0.0","0.0",,,,"37","31",,,"   20","   20",,"0.0",,"17.9","25.9",,"    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00094846","2006-01-06","11.41",,,," 2108",,,,," 2107","0.00",,,"0.0","0.0",,,,"31","28",,,"  230","  230",,"0.0",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-01-07","8.72",,,," 0203",,,,," 0311","0.00",,,"0.0","0.0",,,,"39","28",,,"  230","  220",,"0.0",,"17.0","25.1",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00094846","2006-01-08","10.96",,,," 0934",,,,," 1023","0.00",,,"0.0","0.0",,,,"45","32",,,"  100","  110",,"0.0",,"21.9","25.1",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00094846","2006-01-09","8.95",,,," 0717",,,,," 0713","0.00",,,"0.0","0.0",,,,"38","33",,,"  320","  320",,"0.0",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-01-10","6.26",,,," 2233",,,,," 1611","0.05",,,"0.0","0.0",,,,"38","20",,,"  120","   50",,"0.0",,"14.1","21.0",,"    1",,,,,,,"    1",,,,"    1","    1",,"    1",,,,,,
"USW00094846","2006-01-11","9.17",,,," 1032",,,,," 1038","0.05",,,"0.0","0.0",,,,"42","37",,,"  260","  250",,"0.0",,"19.9","23.0",,"    1",,,,,,,"    1",,,,"    1","    1",,"    1",,,,,,
"USW00094846","2006-01-12","12.08",,,," 1652",,,,," 1651","0.00",,,"0.0","0.0",,,,"57","38",,,"  180","  180",,"0.0",,"17.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-01-13","13.42",,,," 2015",,,,," 2200","0.67",,,"0.8","0.0",,,,"49","32",,,"  320","  330",,"0.0",,"28.0","33.1",,"    1",,,"    1",,,,,,,,,,,"    1",,"    1",,,,
"USW00094846","2006-01-14","9.40",,,," 0345",,,,," 0028","0.00",,,"0.0","0.0",,,,"37","28",,,"  350","  360",,"0.0",,"21.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-01-15","12.08",,,," 1618",,,,," 1617","0.00",,,"0.0","0.0",,,,"45","27",,,"  150","  150",,"0.0",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-01-16","9.17",,,," 2130",,,,," 1732","0.00",,,"0.0","0.0",,,,"47","30",,,"  130","   80",,"0.0",,"14.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-01-17","12.75",,,," 2152",,,,," 2328","0.00",,,"0.0","0.0",,,,"43","27",,,"  290","  280",,"0.0",,"21.9","23.9",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,,
"USW00094846","2006-01-18","12.97",,,," 1244",,,,," 1311","0.00",,,"0.0","0.0",,,,"35","20",,,"  250","  240",,"0.0",,"23.9","29.1",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00094846","2006-01-19","8.95",,,," 1333",,,,," 1332","0.00",,,"0.0","0.0",,,,"55","27",,,"  200","  200",,"0.0",,"17.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-01-20","10.07",,,," 1949",,,,," 1948","0.78",,,"4.1","0.0",,,,"46","32",,,"   20","   10",,"0.0",,"17.9","23.0",,"    1","    1",,"    1",,,,"    1",,,,,,,"    1",,"    1",,,,
"USW00094846","2006-01-21","5.82",,,," 0241",,,,," 0241","0.04",,,"0.6","5.0",,,,"34","18",,,"  320","  330",,"0.0",,"19.9","21.9",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,"    1",
"USW00094846","2006-01-22","2.91",,,," 2348",,,,," 2336","0.00",,,"0.0","4.0",,,,"36","24",,,"  300","  310",,"0.0",,"12.1","14.1",,"    1","    1",,,,,,,,,,"    1",,,,,,,,"    1",
"USW00094846","2006-01-23","9.62",,,," 2154",,,,," 2203","0.00",,,"0.0","3.0",,,,"30","23",,,"  220","  220",,"0.0",,"21.9","29.1",,"    1","    1",,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00094846","2006-01-24","19.24",,,," 1743",,,,," 1552","0.00",,,"0.0","3.0",,,,"40","29",,,"  290","  270",,"0.0",,"29.1","38.9",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,,
"USW00094846","2006-01-25","12.30",,,," 0011",,,,," 0152","0.00",,,"0.0","1.0",,,,"35","25",,,"  320","  330",,"0.0",,"30.0","36.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-01-26","6.49",,,," 2359",,,,," 2307","0.00",,,"0.0","0.0",,,,"43","17",,,"  190","  210",,"0.0",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-01-27","12.08",,,," 1328",,,,," 1328","0.00",,,"0.0","0.0",,,,"51","35",,,"  200","  200",,"0.0",,"21.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-01-28","9.40",,,," 2221",,,,," 2100","0.48",,,"0.0","0.0",,,,"49","36",,,"  170","  160",,"0.0",,"21.9","28.0",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094846","2006-01-29","13.87",,,," 1245",,,,," 1916","0.28",,,"0.0","0.0",,,,"50","39",,,"  260","  260",,"0.0",,"23.9","30.0",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094846","2006-01-30","12.08",,,," 0020",,,,," 0003","0.01",,,"0.0","0.0",,,,"39","32",,,"  260","  250",,"0.0",,"19.9","25.9",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00094846","2006-01-31","9.62",,,," 0354",,,,," 0326","0.00",,,"0.0","0.0",,,,"38","30",,,"  290","  300",,"0.0",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-02-01","11.18",,,," 1245",,,,," 1244","0.00",,,"0.0","0.0",,,,"48","31",,,"  270","  270",,"0.0",,"21.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-02-02","4.47",,,," 1815",,,,," 1712","0.00",,,"0.0","0.0",,,,"43","27",,,"  100","   70",,"0.0",,"12.1","19.9",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00094846","2006-02-03","7.83",,,," 1739",,,,," 1739","0.49",,,"0.0","0.0",,,,"44","32",,,"  270","  280",,"0.0",,"19.9","23.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,,
"USW00094846","2006-02-04","14.54",,,," 1758",,,,," 1532","0.02",,,"0.4","0.0",,,,"32","25",,,"  310","  320",,"0.0",,"21.0","25.1",,"    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00094846","2006-02-05","12.75",,,," 0537",,,,," 0623","0.00",,,"0.1","1.0",,,,"34","21",,,"  300","  300",,"0.0",,"21.0","25.9",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00094846","2006-02-06","13.20",,,," 1637",,,,," 1447","0.00",,,"0.0","0.0",,,,"36","20",,,"  310","  280",,"0.0",,"21.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-02-07","8.50",,,," 1135",,,,," 1040","0.00",,,"0.0","0.0",,,,"33","20",,,"  310","   10",,"0.0",,"14.1","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-02-08","10.51",,,," 1612",,,,," 1748","0.02",,,"0.5","0.0",,,,"30","21",,,"   10","   30",,"0.0",,"17.9","25.1",,"    1",,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00094846","2006-02-09","8.28",,,," 2204",,,,," 2204","0.02",,,"0.3","0.0",,,,"32","16",,,"  210","  200",,"0.0",,"17.9","23.0",,"    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00094846","2006-02-10","6.93",,,," 1113",,,,," 1112","0.00",,,"0.0","0.0",,,,"37","25",,,"  270","  270",,"0.0",,"14.1","17.0",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00094846","2006-02-11","8.50",,,," 1459",,,,," 0923","0.06",,,"1.2","0.0",,,,"35","26",,,"  360","  350",,"0.0",,"16.1","21.9",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00094846","2006-02-12","10.07",,,," 2211",,,,," 2151","0.00",,,"0.0","1.0",,,,"30","23",,,"  320","  320",,"0.0",,"17.0","21.0",,"    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00094846","2006-02-13","9.62",,,," 1353",,,,," 1426","0.00",,,"0.0","0.0",,,,"39","16",,,"  220","  220",,"0.0",,"23.9","31.1",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00094846","2006-02-14","10.51",,,," 2242",,,,," 2228","0.00",,,"0.0","0.0",,,,"56","24",,,"  210","  190",,"0.0",,"17.9","25.1",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00094846","2006-02-15","10.74",,,," 2319",,,,," 2009","0.10",,,"0.0","0.0",,,,"42","32",,,"   30","   50",,"0.0",,"23.9","30.0",,"    1",,,"    1",,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00094846","2006-02-16","14.99",,,," 1106",,,,," 1106","1.09",,,"0.0","0.0",,,,"37","22",,,"  300","  300",,"0.0",,"30.0","40.9",,"    1",,"    1","    1",,,,,,,,,"    1",,"    1",,"    1",,,,
"USW00094846","2006-02-17","14.99",,,," 0004",,,,," 0004","0.00",,,"0.0","0.0",,,,"24","3",,,"  320","  320",,"0.0",,"29.1","34.9",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00094846","2006-02-18","13.42",,,," 0024",,,,," 0024","0.00",,,"0.0","0.0",,,,"8","-7",,,"  320","  320",,"0.0",,"23.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-02-19","10.07",,,," 1436",,,,," 1435","0.00",,,"0.0","0.0",,,,"20","1",,,"  240","  250",,"0.0",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-02-20","8.95",,,," 1554",,,,," 1554","0.00",,,"0.0","0.0",,,,"33","12",,,"  240","  250",,"0.0",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-02-21","6.93",,,," 0103",,,,," 0102","0.00",,,"0.0","0.0",,,,"37","19",,,"  230","  220",,"0.0",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-02-22","7.61",,,," 1721",,,,," 1720","0.00",,,"0.0","0.0",,,,"46","24",,,"  290","  280",,"0.0",,"15.0","17.9",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00094846","2006-02-23","10.74",,,," 1446",,,,," 1445","0.00",,,"0.0","0.0",,,,"43","23",,,"  310","  310",,"0.0",,"21.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-02-24","10.96",,,," 1649",,,,," 1648","0.00",,,"0.0","0.0",,,,"47","15",,,"  180","  180",,"0.0",,"23.9","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-02-25","13.87",,,," 0339",,,,," 0338","0.00",,,"0.0","0.0",,,,"41","21",,,"  320","  320",,"0.0",,"30.0","36.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-02-26","8.50",,,," 1455",,,,," 1510","0.00",,,"0.0","0.0",,,,"34","16",,,"  260","  260",,"0.0",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-02-27","10.51",,,," 1644",,,,," 0844","0.00",,,"0.0","0.0",,,,"38","27",,,"   40","   60",,"0.0",,"17.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-02-28","9.62",,,," 0808",,,,," 0819","0.00",,,"0.0","0.0",,,,"38","26",,,"  110","   80",,"0.0",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-03-01","11.41",,,," 1619",,,,," 1242","0.00",,,"0.0","0.0",,,,"41","31",,,"   60","   80",,"0.0",,"17.9","30.0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094846","2006-03-02","9.17",,,," 1147",,,,," 1145","0.00",,,"0.0","0.0",,,,"37","25",,,"  310","  320",,"0.0",,"21.9","25.9",,,,,,,,,"    1",,,,,"    1",,"    1",,"    1",,,,
"USW00094846","2006-03-03","7.83",,,," 1539",,,,," 0819","0.00",,,"0.0","0.0",,,,"36","20",,,"   60","   20",,"0.0",,"16.1","25.9",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-03-04","6.04",,,," 1659",,,,," 1617","0.00",,,"0.0","0.0",,,,"41","21",,,"   90","   70",,"0.0",,"13.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-03-05","6.04",,,," 1833",,,,," 1929","0.30",,,"2.6","0.0",,,,"34","26",,,"  120","  120",,"0.0",,"14.1","15.0",,"    1","    1",,,,,,,,,,,,,,,"    1",,,"    1",
"USW00094846","2006-03-06","6.26",,,," 1429",,,,," 2009","0.02",,,"0.0","2.0",,,,"36","28",,,"   20","   40",,"0.0",,"16.1","21.9",,"    1",,,"    1",,,,"    1",,,,,"    1",,"    1",,"    1",,,,
"USW00094846","2006-03-07","7.83",,,," 2236",,,,," 2222","0.15",,,"0.1","1.0",,,,"44","20",,,"  160","  160",,"0.0",,"19.9","25.1",,"    1",,,"    1",,,,"    1",,,,,,,"    1",,,,"    1",,
"USW00094846","2006-03-08","10.07",,,," 2253",,,,," 2252","0.38",,,"0.0","0.0",,,,"53","39",,,"  330","  330",,"0.0",,"23.0","30.0",,"    1",,"    1",,,,,"    1",,,,"    1","    1",,"    1",,,,,,
"USW00094846","2006-03-09","10.51",,,," 2127",,,,," 2137","0.72",,,"0.0","0.0",,,,"58","38",,,"   10","   20",,"0.0",,"17.9","25.1",,"    1",,"    1",,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00094846","2006-03-10","8.50",,,," 0103",,,,," 0102","0.00",,,"0.0","0.0",,,,"54","38",,,"  320","  320",,"0.0",,"19.9","25.1",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094846","2006-03-11","12.30",,,," 1404",,,,," 1434","0.06",,,"0.0","0.0",,,,"67","43",,,"  180","  170",,"0.0",,"28.0","33.1",,"    1",,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00094846","2006-03-12","11.41",,,," 1835",,,,," 0945","0.14",,,"0.0","0.0",,,,"56","40",,,"  320","   40",,"0.0",,"23.0","28.0",,"    1",,"    1",,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00094846","2006-03-13","18.79",,,," 1136",,,,," 1205","0.47",,,"0.0","0.0",,,,"63","30",,,"  250","  270",,"0.0",,"36.0","53.0",,"    1","    1","    1",,,,,,,,,,,,"    1",,"    1",,,,
"USW00094846","2006-03-14","19.01",,,," 1546",,,,," 1545","0.00",,,"0.0","0.0",,,,"42","27",,,"  280","  280",,"0.0",,"32.0","42.9",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00094846","2006-03-15","8.05",,,," 0021",,,,," 0020","0.00",,,"0.0","0.0",,,,"43","25",,,"  320","  320",,"0.0",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-03-16","13.42",,,," 1412",,,,," 1301","0.06",,,"1.5","0.0",,,,"38","32",,,"   50","   70",,"0.0",,"23.9","38.0",,"    1","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00094846","2006-03-17","10.07",,,," 0125",,,,," 0656","0.00",,,"0.0","0.0",,,,"39","25",,,"   10","   40",,"0.0",,"17.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-03-18","8.05",,,," 1327",,,,," 1116","0.00",,,"0.0","0.0",,,,"41","25",,,"   10","   20",,"0.0",,"15.0","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-03-19","6.26",,,," 1216",,,,," 1607","0.00",,,"0.0","0.0",,,,"47","26",,,"  360","   60",,"0.0",,"13.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-03-20","16.33",,,," 2353",,,,," 1920","0.00",,,"0.0","0.0",,,,"37","25",,,"   70","   40",,"0.0",,"23.9","34.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-03-21","16.78",,,," 0252",,,,," 1217","0.00",,,"0.0","0.0",,,,"33","26",,,"   50","   10",,"0.0",,"28.0","34.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-03-22","10.07",,,," 1228",,,,," 1227","0.00",,,"0.0","0.0",,,,"49","25",,,"  280","  270",,"0.0",,"17.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-03-23","6.49",,,," 0042",,,,," 0800","0.05",,,"0.5","0.0",,,,"42","31",,,"  310","   50",,"0.0",,"13.0","23.0",,"    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00094846","2006-03-24","5.82",,,," 1407",,,,," 1254","0.07",,,"1.0","1.0",,,,"40","31",,,"   20","   40",,"0.0",,"14.1","19.9",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00094846","2006-03-25","8.50",,,," 1109",,,,," 1305","0.00",,,"0.0","0.0",,,,"45","28",,,"  360","  360",,"0.0",,"17.0","23.0",,,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00094846","2006-03-26","5.59",,,," 1504",,,,," 1451","0.00",,,"0.0","0.0",,,,"48","27",,,"   80","   80",,"0.0",,"14.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-03-27","8.95",,,," 1107",,,,," 1237","0.12",,,"0.0","0.0",,,,"50","25",,,"  170","  160",,"0.0",,"19.9","23.0",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094846","2006-03-28","9.62",,,," 0805",,,,," 1455","0.07",,,"0.0","0.0",,,,"45","37",,,"   50","   50",,"0.0",,"16.1","23.9",,"    1",,,,,,,"    1",,,,"    1","    1",,"    1",,,,,,
"USW00094846","2006-03-29","4.92",,,," 1557",,,,," 1420","0.00",,,"0.0","0.0",,,,"51","34",,,"  150","  160",,"0.0",,"15.0","17.9",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00094846","2006-03-30","13.65",,,," 2359",,,,," 2358","0.00",,,"0.0","0.0",,,,"70","35",,,"  170","  170",,"0.0",,"29.1","38.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00094846","2006-03-31","19.91",,,," 1148",,,,," 1159","0.09",,,"0.0","0.0",,,,"68","45",,,"  220","  240",,"0.0",,"31.1","46.1",,"    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00094846","2006-04-01","10.07",,,," 0046",,,,," 0044","0.00",,,"0.0","0.0",,,,"48","40",,,"  280","  270",,"0.0",,"21.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-04-02","10.51",,,," 1004",,,,," 1002","0.68",,,"0.0","0.0",,,,"60","39",,,"  120","  120",,"0.0",,"25.1","29.1",,"    1",,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00094846","2006-04-03","15.88",,,," 0659",,,,," 0745","0.45",,,"0.0","0.0",,,,"54","39",,,"  330","  340",,"0.0",,"31.1","36.9",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094846","2006-04-04","12.97",,,," 1358",,,,," 1705","0.00",,,"0.0","0.0",,,,"56","36",,,"  290","  280",,"0.0",,"25.1","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-04-05","6.71",,,," 1340",,,,," 1454","0.00",,,"0.0","0.0",,,,"58","33",,,"  100","   80",,"0.0",,"16.1","21.9",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094846","2006-04-06","10.74",,,," 1518",,,,," 1518","0.00",,,"0.0","0.0",,,,"58","39",,,"  150","  150",,"0.0",,"19.9","21.9",,"    1",,,,,,,"    1",,,,"    1","    1",,"    1",,,,,,
"USW00094846","2006-04-07","15.88",,,," 1632",,,,," 1632","0.02",,,"0.0","0.0",,,,"55","33",,,"   20","   30",,"0.0",,"34.9","40.0",,"    1",,,,,,,,,,,"    1","    1",,"    1",,"    1",,,,
"USW00094846","2006-04-08","11.86",,,," 0105",,,,," 0150","0.00",,,"0.0","0.0",,,,"43","26",,,"   20","   10",,"0.0",,"25.1","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-04-09","5.14",,,," 1551",,,,," 1619","0.00",,,"0.0","0.0",,,,"56","27",,,"   90","   60",,"0.0",,"15.0","21.0",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-04-10","9.62",,,," 1655",,,,," 1540","0.00",,,"0.0","0.0",,,,"71","34",,,"  180","  180",,"0.0",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-04-11","15.43",,,," 1621",,,,," 1557","0.01",,,"0.0","0.0",,,,"75","48",,,"  190","  170",,"0.0",,"29.1","38.0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094846","2006-04-12","14.54",,,," 1220",,,,," 0816","0.02",,,"0.0","0.0",,,,"76","58",,,"  310","  260",,"0.0",,"23.9","32.0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094846","2006-04-13","8.50",,,," 2157",,,,," 2157","0.05",,,"0.0","0.0",,,,"80","52",,,"  190","  190",,"0.0",,"23.9","29.1",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00094846","2006-04-14","8.72",,,," 1429",,,,," 1352","0.01",,,"0.0","0.0",,,,"81","63",,,"  200","  190",,"0.0",,"16.1","21.0",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00094846","2006-04-15","9.17",,,," 1806",,,,," 1138","0.00",,,"0.0","0.0",,,,"67","49",,,"   60","   60",,"0.0",,"15.0","29.1",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094846","2006-04-16","14.54",,,," 1244",,,,," 1243","0.88",,,"0.0","0.0",,,,"62","47",,,"   80","   80",,"0.0",,"28.0","38.0",,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00094846","2006-04-17","13.87",,,," 1459",,,,," 1455","0.02",,,"0.0","0.0",,,,"56","42",,,"   50","   50",,"0.0",,"21.0","34.9",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094846","2006-04-18","11.18",,,," 1547",,,,," 1559","0.00",,,"0.0","0.0",,,,"66","45",,,"   70","   60",,"0.0",,"17.9","23.9",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00094846","2006-04-19","8.05",,,," 1236",,,,," 0410","0.00",,,"0.0","0.0",,,,"74","52",,,"  170","  100",,"0.0",,"17.9","23.9",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094846","2006-04-20","4.47",,,," 1450",,,,," 1323","0.09",,,"0.0","0.0",,,,"75","53",,,"  230","  280",,"0.0",,"14.1","17.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00094846","2006-04-21","6.04",,,," 1612",,,,," 1509","0.00",,,"0.0","0.0",,,,"71","44",,,"  280","  260",,"0.0",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-04-22","9.40",,,," 1229",,,,," 1400","0.04",,,"0.0","0.0",,,,"68","47",,,"  290","  270",,"0.0",,"21.9","28.0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00094846","2006-04-23","11.41",,,," 1310",,,,," 1501","0.00",,,"0.0","0.0",,,,"72","41",,,"  300","   20",,"0.0",,"23.9","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-04-24","6.49",,,," 2342",,,,," 2342","0.00",,,"0.0","0.0",,,,"73","39",,,"   20","   20",,"0.0",,"30.0","38.0",,"    1",,,,,,,"    1",,,"    1","    1",,,,,,,,,
"USW00094846","2006-04-25","15.21",,,," 0110",,,,," 0200","0.08",,,"0.0","0.0",,,,"46","32",,,"   20","   10",,"0.0",,"32.0","38.9",,"    1",,,"    1",,,,,,,,,,,"    1",,,,,,
"USW00094846","2006-04-26","5.82",,,," 1711",,,,," 1538","0.00",,,"0.0","0.0",,,,"64","27",,,"  300","  290",,"0.0",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-04-27","8.95",,,," 1814",,,,," 1727","0.00",,,"0.0","0.0",,,,"71","38",,,"   40","   40",,"0.0",,"16.1","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-04-28","8.50",,,," 2319",,,,," 1517","0.00",,,"0.0","0.0",,,,"68","37",,,"  120","   50",,"0.0",,"21.9","25.9",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00094846","2006-04-29","15.21",,,," 2047",,,,," 2034","0.31",,,"0.0","0.0",,,,"61","51",,,"  120","  120",,"0.0",,"23.9","29.1",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094846","2006-04-30","19.46",,,," 0908",,,,," 0907","0.94",,,"0.0","0.0",,,,"59","52",,,"  140","  140",,"0.0",,"32.0","38.0",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00094846","2006-05-01","12.30",,,," 1325",,,,," 1325","0.27",,,"0.0","0.0",,,,"59","54",,,"  150","  150",,"0.0",,"19.9","23.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00094846","2006-05-02","8.28",,,," 1238",,,,," 1307","0.10",,,"0.0","0.0",,,,"72","52",,,"  320","  320",,"0.0",,"19.9","23.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00094846","2006-05-03","8.05",,,," 1302",,,,," 1302","0.00",,,"0.0","0.0",,,,"73","50",,,"  220","  220",,"0.0",,"17.9","23.9",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00094846","2006-05-04","9.40",,,," 1421",,,,," 1421","0.00",,,"0.0","0.0",,,,"68","54",,,"  250","  240",,"0.0",,"17.9","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-05-05","9.62",,,," 1324",,,,," 2235","0.00",,,"0.0","0.0",,,,"58","47",,,"  310","   30",,"0.0",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-05-06","6.71",,,," 1647",,,,," 1453","0.00",,,"0.0","0.0",,,,"58","40",,,"  110","   60",,"0.0",,"14.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-05-07","6.04",,,," 1804",,,,," 1109","0.00",,,"0.0","0.0",,,,"71","37",,,"  130","  220",,"0.0",,"14.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","2006-05-08","8.50",,,," 1259",,,,," 1332","0.00",,,"0.0","0.0",,,,"73","47",,,"  160","  200",,"0.0",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
